,Batsman_Name,Over,Bowler_Name,Batsman_country,Bowler_country,Host_country,Type_of_Match,Score,Run_rate,Match_time,Type_of_pitch,Type_of_Bowler,Type_of_Batsman,Bowling_area,Batting_area,Wickets,Result
141,Virat Kohli,23.2,Jean-Paul Duminy,India,South Africa,South Africa,ODI,133,5.7,Day/Night,Flat/Cloudy,Right_arm_offbreak,Right_Hand_Batsman,fuller delivery,,1,0
142,Virat Kohli,23.3,Jean-Paul Duminy,India,South Africa,South Africa,ODI,134,5.7,Day/Night,Flat/Cloudy,Right_arm_offbreak,Right_Hand_Batsman,short of a length outside off,third man,1,1
143,Rohit Sharma,23.4,Jean-Paul Duminy,India,South Africa,South Africa,ODI,134,5.66,Day/Night,Flat/Cloudy,Right_arm_offbreak,Right_Hand_Batsman,short of a length off stump,defend,1,0
144,Rohit Sharma,23.4,Jean-Paul Duminy,India,South Africa,South Africa,ODI,135,5.7,Day/Night,Flat/Cloudy,Right_arm_offbreak,Right_Hand_Batsman,length ball outside off,,1,1
145,Rohit Sharma,23.5,Jean-Paul Duminy,India,South Africa,South Africa,ODI,139,5.83,Day/Night,Flat/Cloudy,Right_arm_offbreak,Right_Hand_Batsman,length ball on stump,long leg,1,4
146,Rohit Sharma,23.6,Jean-Paul Duminy,India,South Africa,South Africa,ODI,140,5.83,Day/Night,Flat/Cloudy,Right_arm_offbreak,Right_Hand_Batsman,length ball outside off,long-off,1,1
147,Rohit Sharma,24.1,Tabraiz Shamsi,India,South Africa,South Africa,ODI,141,5.83,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,short of a length off stump,square,1,1
148,Virat Kohli,24.2,Tabraiz Shamsi,India,South Africa,South Africa,ODI,141,5.79,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball on stump,mid-wicket,1,0
149,Virat Kohli,24.3,Tabraiz Shamsi,India,South Africa,South Africa,ODI,142,5.79,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,short of a length outside off,long-off,1,1
150,Rohit Sharma,24.4,Tabraiz Shamsi,India,South Africa,South Africa,ODI,148,6,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball outside off,mid-wicket,1,6
151,Rohit Sharma,24.5,Tabraiz Shamsi,India,South Africa,South Africa,ODI,148,5.95,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball,long-on,1,0
152,Rohit Sharma,24.6,Tabraiz Shamsi,India,South Africa,South Africa,ODI,148,5.92,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball outside off,defend,1,0
153,Virat Kohli,25.1,Morne Morkel,India,South Africa,South Africa,ODI,152,6.03,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,length ball,third man,1,4
154,Virat Kohli,25.2,Morne Morkel,India,South Africa,South Africa,ODI,153,6.03,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,length ball on stump,square,1,1
155,Rohit Sharma,25.3,Morne Morkel,India,South Africa,South Africa,ODI,153,6,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length off stump,run out,2,-1
156,Rohit Sharma,25.4,Morne Morkel,India,South Africa,South Africa,ODI,153,5.96,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,off stump,defend,2,0
157,Rohit Sharma,25.5,Morne Morkel,India,South Africa,South Africa,ODI,153,5.92,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,outside off,off side,2,0
158,Rohit Sharma,25.6,Morne Morkel,India,South Africa,South Africa,ODI,155,5.96,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,off the pads,fine leg,2,2
159,Ajinkya Rahane,26.1,Tabraiz Shamsi,India,South Africa,South Africa,ODI,156,5.96,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball off stump,square,2,1
160,Rohit Sharma,26.2,Tabraiz Shamsi,India,South Africa,South Africa,ODI,156,5.92,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball off stump,square,2,0
161,Rohit Sharma,26.3,Tabraiz Shamsi,India,South Africa,South Africa,ODI,156,5.88,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball outside off,defend,2,0
162,Rohit Sharma,26.4,Tabraiz Shamsi,India,South Africa,South Africa,ODI,157,5.88,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,short of a length outside off,cover,2,1
163,Ajinkya Rahane,26.5,Tabraiz Shamsi,India,South Africa,South Africa,ODI,158,5.88,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,short of a length on stump,,2,1
164,Rohit Sharma,26.6,Tabraiz Shamsi,India,South Africa,South Africa,ODI,159,5.88,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball outside off,long-off,2,1
165,Rohit Sharma,27.1,Morne Morkel,India,South Africa,South Africa,ODI,160,5.88,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,length ball outside off,cover,2,1
166,Ajinkya Rahane,27.2,Morne Morkel,India,South Africa,South Africa,ODI,160,5.85,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,length ball off stump,defend,2,0
167,Ajinkya Rahane,27.3,Morne Morkel,India,South Africa,South Africa,ODI,160,5.81,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,bounce,,2,0
168,Ajinkya Rahane,27.4,Morne Morkel,India,South Africa,South Africa,ODI,160,5.78,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length,,2,0
169,Ajinkya Rahane,27.5,Morne Morkel,India,South Africa,South Africa,ODI,160,5.74,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,outside off,,2,0
170,Ajinkya Rahane,27.6,Morne Morkel,India,South Africa,South Africa,ODI,160,5.71,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,length ball off stump,mid-wicket,2,0
171,Rohit Sharma,28.1,Tabraiz Shamsi,India,South Africa,South Africa,ODI,161,5.71,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball off stump,long-on,2,1
172,Ajinkya Rahane,28.2,Tabraiz Shamsi,India,South Africa,South Africa,ODI,162,5.71,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,short of a length outside off,cover,2,1
173,Rohit Sharma,28.3,Tabraiz Shamsi,India,South Africa,South Africa,ODI,162,5.68,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball outside off,defend,2,0
174,Rohit Sharma,28.4,Tabraiz Shamsi,India,South Africa,South Africa,ODI,162,5.65,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball,defend,2,0
175,Rohit Sharma,28.5,Tabraiz Shamsi,India,South Africa,South Africa,ODI,163,5.65,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,toss up outside off,long-off,2,1
176,Ajinkya Rahane,28.6,Tabraiz Shamsi,India,South Africa,South Africa,ODI,164,5.65,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,short of a length off stump,long leg,2,1
177,Ajinkya Rahane,29.1,Morne Morkel,India,South Africa,South Africa,ODI,165,5.65,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length outside off,fine leg,2,1
178,Rohit Sharma,29.2,Morne Morkel,India,South Africa,South Africa,ODI,169,5.76,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length off stump,third man,2,4
179,Rohit Sharma,29.3,Morne Morkel,India,South Africa,South Africa,ODI,169,5.72,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length,defend,2,0
180,Rohit Sharma,29.4,Morne Morkel,India,South Africa,South Africa,ODI,170,5.73,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,length ball outside off,cover,2,1
181,Ajinkya Rahane,29.5,Morne Morkel,India,South Africa,South Africa,ODI,170,5.69,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length outside off,cover,2,0
182,Ajinkya Rahane,29.6,Morne Morkel,India,South Africa,South Africa,ODI,171,5.7,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length on stump,fine leg,2,1
183,Ajinkya Rahane,30.1,Andile Phehlukwayo,India,South Africa,South Africa,ODI,171,5.66,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball off stump,defend,2,0
184,Ajinkya Rahane,30.2,Andile Phehlukwayo,India,South Africa,South Africa,ODI,171,5.63,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length off stump,,2,0
185,Ajinkya Rahane,30.3,Andile Phehlukwayo,India,South Africa,South Africa,ODI,172,5.63,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,,off side,2,1
186,Rohit Sharma,30.4,Andile Phehlukwayo,India,South Africa,South Africa,ODI,172,5.6,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball off stump,defend,2,0
187,Rohit Sharma,30.5,Andile Phehlukwayo,India,South Africa,South Africa,ODI,172,5.57,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball off stump,to the bowler,2,0
188,Rohit Sharma,30.6,Andile Phehlukwayo,India,South Africa,South Africa,ODI,173,5.58,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,slow delivery outside off,sweep,2,1
189,Rohit Sharma,31.1,Kagiso Rabada,India,South Africa,South Africa,ODI,174,5.58,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length outside off,square,2,1
190,Ajinkya Rahane,31.2,Kagiso Rabada,India,South Africa,South Africa,ODI,174,5.55,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length outside off,,2,0
191,Ajinkya Rahane,31.3,Kagiso Rabada,India,South Africa,South Africa,ODI,175,5.55,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,square,2,1
192,Rohit Sharma,31.4,Kagiso Rabada,India,South Africa,South Africa,ODI,176,5.55,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,fuller delivery,square,2,1
193,Ajinkya Rahane,31.5,Kagiso Rabada,India,South Africa,South Africa,ODI,176,5.52,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,length ball off stump,run out,3,-1
194,Shreyas Iyer,31.6,Kagiso Rabada,India,South Africa,South Africa,ODI,180,5.62,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length off stump,fine leg,3,4
195,Rohit Sharma,32.1,Andile Phehlukwayo,India,South Africa,South Africa,ODI,180,5.59,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length,defend,3,0
196,Rohit Sharma,32.2,Andile Phehlukwayo,India,South Africa,South Africa,ODI,181,5.59,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball outside off,third man,3,1
197,Shreyas Iyer,32.3,Andile Phehlukwayo,India,South Africa,South Africa,ODI,182,5.6,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length on stump,deep square leg,3,1
198,Rohit Sharma,32.4,Andile Phehlukwayo,India,South Africa,South Africa,ODI,183,5.6,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length outside off,third man,3,1
199,Shreyas Iyer,32.5,Andile Phehlukwayo,India,South Africa,South Africa,ODI,184,5.6,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball off stump,third man,3,1
200,Rohit Sharma,32.6,Andile Phehlukwayo,India,South Africa,South Africa,ODI,184,5.57,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,short,,3,0
201,Shreyas Iyer,33.1,Kagiso Rabada,India,South Africa,South Africa,ODI,186,5.6,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,fuller delivery,mid-wicket,3,2
202,Shreyas Iyer,33.2,Kagiso Rabada,India,South Africa,South Africa,ODI,187,5.61,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,bounce,third man,3,1
203,Rohit Sharma,33.3,Kagiso Rabada,India,South Africa,South Africa,ODI,187,5.58,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,bounce,third man,3,0
204,Rohit Sharma,33.4,Kagiso Rabada,India,South Africa,South Africa,ODI,191,5.67,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,length ball,third man,3,4
205,Rohit Sharma,33.5,Kagiso Rabada,India,South Africa,South Africa,ODI,192,5.67,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,straighter delivery,,3,1
206,Shreyas Iyer,33.6,Kagiso Rabada,India,South Africa,South Africa,ODI,193,5.67,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,point,3,1
207,Shreyas Iyer,34.1,Andile Phehlukwayo,India,South Africa,South Africa,ODI,193,5.64,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball off stump,defend,3,0
208,Shreyas Iyer,34.2,Andile Phehlukwayo,India,South Africa,South Africa,ODI,193,5.62,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,,3,0
209,Shreyas Iyer,34.3,Andile Phehlukwayo,India,South Africa,South Africa,ODI,193,5.59,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,,cover,3,0
210,Shreyas Iyer,34.4,Andile Phehlukwayo,India,South Africa,South Africa,ODI,194,5.59,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,off the pads,mid-wicket,3,1
211,Rohit Sharma,34.5,Andile Phehlukwayo,India,South Africa,South Africa,ODI,194,5.56,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,defend,3,0
212,Rohit Sharma,34.6,Andile Phehlukwayo,India,South Africa,South Africa,ODI,196,5.6,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,deep mid-wicket,3,2
213,Shreyas Iyer,35.1,Tabraiz Shamsi,India,South Africa,South Africa,ODI,196,5.57,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball off stump,to the bowler,3,0
214,Shreyas Iyer,35.2,Tabraiz Shamsi,India,South Africa,South Africa,ODI,200,5.66,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,,fine leg,3,4
215,Shreyas Iyer,35.3,Tabraiz Shamsi,India,South Africa,South Africa,ODI,200,5.63,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,bounce,,3,0
216,Shreyas Iyer,35.4,Tabraiz Shamsi,India,South Africa,South Africa,ODI,201,5.63,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,googly,point,3,1
217,Rohit Sharma,35.5,Tabraiz Shamsi,India,South Africa,South Africa,ODI,201,5.6,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,fuller delivery,mid-off,3,0
218,Rohit Sharma,35.6,Tabraiz Shamsi,India,South Africa,South Africa,ODI,203,5.63,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,slow delivery on stump,square,3,2
219,Shreyas Iyer,36.1,Andile Phehlukwayo,India,South Africa,South Africa,ODI,203,5.61,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball outside off,point,3,0
220,Shreyas Iyer,36.2,Andile Phehlukwayo,India,South Africa,South Africa,ODI,203,5.58,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,short,,3,0
221,Shreyas Iyer,36.3,Andile Phehlukwayo,India,South Africa,South Africa,ODI,203,5.56,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,defend,3,0
222,Shreyas Iyer,36.3,Andile Phehlukwayo,India,South Africa,South Africa,ODI,204,5.58,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,,slip,3,1
223,Shreyas Iyer,36.4,Andile Phehlukwayo,India,South Africa,South Africa,ODI,204,5.56,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,short,third man,3,0
224,Shreyas Iyer,36.5,Andile Phehlukwayo,India,South Africa,South Africa,ODI,205,5.56,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,slow delivery outside off,long-on,3,1
225,Rohit Sharma,36.6,Andile Phehlukwayo,India,South Africa,South Africa,ODI,205,5.54,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,mid-off,3,0
226,Shreyas Iyer,37.1,Tabraiz Shamsi,India,South Africa,South Africa,ODI,206,5.54,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,short,long-on,3,1
227,Rohit Sharma,37.2,Tabraiz Shamsi,India,South Africa,South Africa,ODI,206,5.51,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,flatter delivery,off-side,3,0
228,Rohit Sharma,37.3,Tabraiz Shamsi,India,South Africa,South Africa,ODI,207,5.52,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,flatter delivery on stump,point,3,1
229,Shreyas Iyer,37.4,Tabraiz Shamsi,India,South Africa,South Africa,ODI,208,5.52,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,googly,deep point,3,1
230,Rohit Sharma,37.5,Tabraiz Shamsi,India,South Africa,South Africa,ODI,208,5.49,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,straighter delivery,square,3,0
231,Rohit Sharma,37.6,Tabraiz Shamsi,India,South Africa,South Africa,ODI,208,5.47,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,fuller delivery,long-off,3,0
232,Shreyas Iyer,38.1,Andile Phehlukwayo,India,South Africa,South Africa,ODI,209,5.47,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,long-on,3,1
233,Rohit Sharma,38.2,Andile Phehlukwayo,India,South Africa,South Africa,ODI,209,5.45,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,,defend,3,0
234,Rohit Sharma,38.3,Andile Phehlukwayo,India,South Africa,South Africa,ODI,210,5.45,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,fuller delivery,,3,1
235,Shreyas Iyer,38.4,Andile Phehlukwayo,India,South Africa,South Africa,ODI,211,5.45,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length,long-on,3,1
236,Rohit Sharma,38.5,Andile Phehlukwayo,India,South Africa,South Africa,ODI,215,5.53,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,length ball off stump,long-off,3,4
237,Rohit Sharma,38.6,Andile Phehlukwayo,India,South Africa,South Africa,ODI,215,5.51,Day/Night,Flat/Cloudy,Right_arm_medium,Right_Hand_Batsman,short of a length,defend,3,0
238,Shreyas Iyer,39.1,Tabraiz Shamsi,India,South Africa,South Africa,ODI,215,5.48,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,off stump,to the bowler,3,0
239,Shreyas Iyer,39.2,Tabraiz Shamsi,India,South Africa,South Africa,ODI,215,5.46,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,flatter delivery outside off,,3,0
240,Shreyas Iyer,39.3,Tabraiz Shamsi,India,South Africa,South Africa,ODI,216,5.46,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,fuller delivery,long-on,3,1
241,Rohit Sharma,39.4,Tabraiz Shamsi,India,South Africa,South Africa,ODI,218,5.49,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,flight delivery,mid-wicket,3,2
242,Rohit Sharma,39.5,Tabraiz Shamsi,India,South Africa,South Africa,ODI,218,5.47,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,googly,defend,3,0
243,Rohit Sharma,39.6,Tabraiz Shamsi,India,South Africa,South Africa,ODI,219,5.47,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,short,long-off,3,1
244,Rohit Sharma,40.1,Lungi Ngidi,India,South Africa,South Africa,ODI,220,5.47,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,deep square leg,3,1
245,Shreyas Iyer,40.1,Lungi Ngidi,India,South Africa,South Africa,ODI,221,5.5,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,slow delivery off stump,slip,3,1
246,Shreyas Iyer,40.2,Lungi Ngidi,India,South Africa,South Africa,ODI,222,5.5,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,slow delivery outside off,third man,3,1
247,Rohit Sharma,40.3,Lungi Ngidi,India,South Africa,South Africa,ODI,223,5.5,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,bounce,square,3,1
248,Shreyas Iyer,40.4,Lungi Ngidi,India,South Africa,South Africa,ODI,225,5.53,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,mid-wicket,3,2
249,Shreyas Iyer,40.5,Lungi Ngidi,India,South Africa,South Africa,ODI,229,5.6,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,bounce,cover,3,4
250,Shreyas Iyer,40.6,Lungi Ngidi,India,South Africa,South Africa,ODI,230,5.6,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,fuller delivery,long leg,3,1
251,Shreyas Iyer,41.1,Tabraiz Shamsi,India,South Africa,South Africa,ODI,231,5.61,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,toss up,mid-wicket,3,1
252,Rohit Sharma,41.2,Tabraiz Shamsi,India,South Africa,South Africa,ODI,232,5.61,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,googly,deep point,3,1
253,Shreyas Iyer,41.3,Tabraiz Shamsi,India,South Africa,South Africa,ODI,233,5.61,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,off stump,leave,3,1
254,Rohit Sharma,41.4,Tabraiz Shamsi,India,South Africa,South Africa,ODI,234,5.61,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,length ball,square,3,1
255,Shreyas Iyer,41.5,Tabraiz Shamsi,India,South Africa,South Africa,ODI,235,5.61,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,,deep mid-wicket,3,1
256,Rohit Sharma,41.6,Tabraiz Shamsi,India,South Africa,South Africa,ODI,236,5.61,Day/Night,Flat/Cloudy,Left_arm_chinaman,Right_Hand_Batsman,toss up,square,3,1
257,Rohit Sharma,42.1,Lungi Ngidi,India,South Africa,South Africa,ODI,236,5.59,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,fuller delivery,mid-wicket,3,0
258,Rohit Sharma,42.2,Lungi Ngidi,India,South Africa,South Africa,ODI,236,5.57,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,bounce,caught,4,-1
259,Hardik Pandya,42.3,Lungi Ngidi,India,South Africa,South Africa,ODI,236,5.55,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,straighter delivery,caught,5,-1
260,MS Dhoni,42.4,Lungi Ngidi,India,South Africa,South Africa,ODI,236,5.53,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,point,5,0
261,MS Dhoni,42.5,Lungi Ngidi,India,South Africa,South Africa,ODI,236,5.5,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length outside off,cover,5,0
262,MS Dhoni,42.6,Lungi Ngidi,India,South Africa,South Africa,ODI,236,5.48,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,cover,5,0
263,Shreyas Iyer,43.1,Morne Morkel,India,South Africa,South Africa,ODI,236,5.46,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length outside off,point,5,0
264,Shreyas Iyer,43.2,Morne Morkel,India,South Africa,South Africa,ODI,237,5.46,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,fuller delivery,deep point,5,1
265,MS Dhoni,43.3,Morne Morkel,India,South Africa,South Africa,ODI,237,5.44,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,length ball,point,5,0
266,MS Dhoni,43.4,Morne Morkel,India,South Africa,South Africa,ODI,237,5.42,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,,5,0
267,MS Dhoni,43.4,Morne Morkel,India,South Africa,South Africa,ODI,238,5.45,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,leg-side,slip,5,1
268,MS Dhoni,43.5,Morne Morkel,India,South Africa,South Africa,ODI,238,5.42,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,length ball,cover,5,0
269,MS Dhoni,43.6,Morne Morkel,India,South Africa,South Africa,ODI,238,5.4,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,cover,5,0
270,Shreyas Iyer,44.1,Lungi Ngidi,India,South Africa,South Africa,ODI,238,5.38,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,,5,0
271,Shreyas Iyer,44.2,Lungi Ngidi,India,South Africa,South Africa,ODI,238,5.36,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,slow delivery off stump,caught,6,-1
272,Bhuvneshwar Kumar,44.3,Lungi Ngidi,India,South Africa,South Africa,ODI,238,5.34,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,bounce,,6,0
273,Bhuvneshwar Kumar,44.4,Lungi Ngidi,India,South Africa,South Africa,ODI,239,5.35,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,fuller delivery,cover,6,1
274,MS Dhoni,44.5,Lungi Ngidi,India,South Africa,South Africa,ODI,240,5.35,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short ball,deep square leg,6,1
275,Bhuvneshwar Kumar,44.6,Lungi Ngidi,India,South Africa,South Africa,ODI,240,5.33,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,fuller delivery,defend,6,0
276,MS Dhoni,45.1,Morne Morkel,India,South Africa,South Africa,ODI,241,5.33,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short of a length outside off,long leg,6,1
277,Bhuvneshwar Kumar,45.2,Morne Morkel,India,South Africa,South Africa,ODI,241,5.31,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,outside off,,6,0
278,Bhuvneshwar Kumar,45.3,Morne Morkel,India,South Africa,South Africa,ODI,242,5.31,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short ball,slip,6,1
279,MS Dhoni,45.4,Morne Morkel,India,South Africa,South Africa,ODI,244,5.34,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short ball,square,6,2
280,MS Dhoni,45.5,Morne Morkel,India,South Africa,South Africa,ODI,245,5.34,Day/Night,Flat/Cloudy,Right_arm_fast,Right_Hand_Batsman,short,cover,6,1
